"Población total, indicadores socioeconómicos, índice y grado de marginación por municipio, 2020",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Clave de la entidad federativa,Nombre de la entidad,Clave del municipio,Nombre del municipio,Población total,% Población de 15 años o más analfabeta ,% Población  de 15 años o más sin educación básica,% Ocupantes en viviendas particulares sin drenaje ni excusado,% Ocupantes en viviendas particulares sin energía eléctrica,% Ocupantes en viviendas particulares sin agua entubada,% Ocupantes en viviendas particulares con piso de tierra,% Viviendas particulares con hacinamiento,% Población en localidades con menos de 5 000 habitantes,% Población ocupada con ingresos menores a 2 salarios mínimos,"Índice de marginación, 2020","Grado de marginación, 2020","Índice de marginación normalizado, 2020",Lugar que ocupa en el contexto nacional
,,,,,,,,,,,,,,,,,
CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,SBASC,OVSDE,OVSEE,OVSAE,OVPT,VHAC,PL.5000,PO2SM,IM_2020,GM_2020,IMN_2020,
,,,,,,,,,,,,,,,,,
07,Chiapas,07048,Juárez, 21 807,10.32,44.37,1.85,0.47,12.73,6.31,29.53,64.19,87.14,53.716,Medio,0.84, 1 065
07,Chiapas,07049,Larráinzar, 31 259,17.35,62.90,0.75,0.97,5.54,6.13,59.55,100.00,97.51,50.509,Alto,0.79,  400
07,Chiapas,07050,La Libertad, 5 232,12.03,44.93,3.15,1.38,13.23,1.96,28.02,100.00,90.34,52.693,Medio,0.83,  802
07,Chiapas,07051,Mapastepec, 46 130,11.94,52.95,1.69,1.22,12.41,7.06,30.00,58.22,88.51,53.084,Medio,0.83,  902
07,Chiapas,07052,Las Margaritas, 141 027,18.79,64.08,1.00,2.78,21.77,14.76,39.28,82.75,95.82,49.130,Alto,0.77,  245
07,Chiapas,07053,Mazapa de Madero, 7 901,8.15,59.40,0.79,1.06,9.91,8.76,36.27,100.00,92.22,52.546,Alto,0.82,  773
07,Chiapas,07054,Mazatán, 28 250,11.45,45.09,4.26,0.68,12.17,11.05,35.30,72.48,91.21,52.381,Alto,0.82,  737
07,Chiapas,07055,Metapa, 5 876,8.28,35.89,1.88,1.03,8.92,9.07,29.35,100.00,85.21,53.717,Medio,0.84, 1 066
07,Chiapas,07056,Mitontic, 13 755,36.64,79.48,1.36,0.57,24.50,25.41,41.48,100.00,96.62,45.571,Muy alto,0.71,  65
07,Chiapas,07057,Motozintla, 76 398,10.52,54.68,0.85,0.75,7.11,10.94,42.11,63.59,88.05,53.004,Medio,0.83,  878
07,Chiapas,07058,Nicolás Ruíz, 4 765,14.24,61.13,0.72,0.40,0.61,8.93,56.88,100.00,97.58,51.486,Alto,0.81,  551
07,Chiapas,07059,Ocosingo, 234 661,21.92,56.95,5.18,6.86,11.68,29.42,49.24,69.76,93.26,47.064,Muy alto,0.74,  107
07,Chiapas,07060,Ocotepec, 14 088,27.97,64.87,3.27,0.89,4.67,21.78,58.58,62.17,89.38,48.798,Alto,0.76,  215
07,Chiapas,07061,Ocozocoautla de Espinosa, 97 397,10.31,51.17,1.92,2.14,7.20,12.88,39.71,55.60,86.68,52.790,Medio,0.83,  825
07,Chiapas,07062,Ostuacán, 18 469,12.58,47.34,3.06,2.72,7.69,10.60,37.36,100.00,90.97,51.649,Alto,0.81,  575
07,Chiapas,07063,Osumacinta, 3 983,7.42,40.22,1.44,0.30,0.45,4.33,39.69,100.00,83.47,54.564,Medio,0.85, 1 276
07,Chiapas,07064,Oxchuc, 54 932,15.99,52.87,4.34,10.44,70.05,41.20,53.73,81.15,95.99,40.834,Muy alto,0.64,  19
07,Chiapas,07065,Palenque, 132 265,14.17,44.85,4.98,1.73,5.35,6.58,40.35,60.84,86.13,52.674,Medio,0.82,  798
07,Chiapas,07066,Pantelhó, 26 391,36.02,74.84,6.49,2.98,10.79,21.82,60.90,67.30,97.53,45.494,Muy alto,0.71,  64
07,Chiapas,07067,Pantepec, 12 266,22.44,52.83,2.43,0.63,0.99,24.13,50.27,100.00,96.08,49.725,Alto,0.78,  316
07,Chiapas,07068,Pichucalco, 31 919,11.21,40.00,1.92,1.07,8.22,6.97,34.83,52.24,86.27,53.869,Medio,0.84, 1 109
07,Chiapas,07069,Pijijiapan, 51 193,12.32,49.68,2.71,0.84,22.50,5.98,30.10,64.41,88.28,52.216,Alto,0.82,  701
07,Chiapas,07070,El Porvenir, 12 263,8.85,45.37,0.14,0.65,6.54,10.56,38.14,100.00,95.75,52.985,Medio,0.83,  872
07,Chiapas,07071,Villa Comaltitlán, 30 297,12.25,49.50,3.13,1.16,13.32,8.93,38.23,72.86,88.10,52.171,Alto,0.82,  691
07,Chiapas,07072,Pueblo Nuevo Solistahuacán, 29 636,19.54,58.21,1.73,0.92,5.05,22.14,52.45,56.79,94.53,50.395,Alto,0.79,  392
07,Chiapas,07073,Rayón, 10 866,16.00,45.52,1.71,1.48,14.76,14.53,46.21,36.87,91.15,51.474,Alto,0.81,  548
07,Chiapas,07074,Reforma, 44 829,6.54,35.69,1.09,0.37,3.57,5.61,31.67,35.27,73.36,56.284,Bajo,0.88, 1 739
07,Chiapas,07075,Las Rosas, 28 829,21.43,64.62,1.52,1.12,20.56,21.30,34.59,26.48,93.11,50.059,Alto,0.78,  357
07,Chiapas,07076,Sabanilla, 29 889,20.24,53.15,0.69,1.96,12.79,22.92,50.72,100.00,95.31,48.936,Alto,0.77,  230
07,Chiapas,07077,Salto de Agua, 64 251,23.15,55.22,8.25,3.56,8.33,17.44,50.25,90.38,94.74,48.093,Muy alto,0.75,  156
07,Chiapas,07078,San Cristóbal de las Casas, 215 874,9.22,38.40,0.55,0.43,6.55,10.42,25.15,14.99,77.11,55.833,Bajo,0.87, 1 608
07,Chiapas,07079,San Fernando, 41 793,10.78,53.46,1.50,0.62,10.88,4.73,38.22,71.61,84.15,53.247,Medio,0.83,  943
07,Chiapas,07080,Siltepec, 25 937,15.06,54.36,1.14,1.76,5.40,14.38,47.19,100.00,97.62,50.850,Alto,0.80,  460
07,Chiapas,07081,Simojovel, 52 935,24.61,62.85,2.27,1.00,7.32,20.18,63.51,72.39,93.77,48.699,Muy alto,0.76,  198
07,Chiapas,07082,Sitalá, 15 518,40.11,73.88,45.44,7.06,39.77,32.22,52.72,100.00,97.42,35.902,Muy alto,0.56,  6
07,Chiapas,07083,Socoltenango, 19 092,17.65,59.54,1.53,0.56,6.99,15.84,31.63,72.53,91.08,51.839,Alto,0.81,  617
07,Chiapas,07084,Solosuchiapa, 8 561,13.88,51.06,2.07,1.10,0.89,11.89,39.79,100.00,89.72,52.359,Alto,0.82,  733
07,Chiapas,07085,Soyaló, 10 890,14.15,53.80,1.72,1.24,2.67,8.37,37.93,100.00,88.61,52.458,Alto,0.82,  747
07,Chiapas,07086,Suchiapa, 25 627,11.74,39.11,0.99,1.23,7.70,6.18,43.13,23.63,82.85,54.183,Medio,0.85, 1 178
07,Chiapas,07087,Suchiate, 41 672,14.27,53.36,1.88,1.76,17.51,16.35,40.16,45.81,89.03,51.257,Alto,0.80,  512
07,Chiapas,07088,Sunuapa, 2 308,12.42,42.54,1.56,1.99,11.57,11.92,36.36,100.00,92.72,51.744,Alto,0.81,  602
07,Chiapas,07089,Tapachula, 353 706,6.89,34.11,0.92,0.74,8.14,10.37,28.43,31.93,78.63,55.512,Bajo,0.87, 1 525
07,Chiapas,07090,Tapalapa, 4 547,13.37,48.07,1.82,0.77,1.73,17.64,44.82,100.00,92.14,51.849,Alto,0.81,  619
07,Chiapas,07091,Tapilula, 13 592,11.63,34.76,0.42,0.56,2.12,9.86,38.04,38.04,87.77,54.631,Bajo,0.86, 1 289
07,Chiapas,07092,Tecpatán, 21 426,13.96,54.80,3.18,3.89,5.05,13.21,41.79,100.00,94.39,50.649,Alto,0.79,  424
07,Chiapas,07093,Tenejapa, 48 162,19.30,71.16,1.03,1.31,5.57,12.48,51.21,100.00,98.93,49.830,Alto,0.78,  326
07,Chiapas,07094,Teopisca, 49 499,21.01,72.74,1.97,1.65,9.65,16.90,42.18,59.51,93.44,50.005,Alto,0.78,  349
07,Chiapas,07096,Tila, 83 505,23.04,56.47,0.84,3.99,9.22,28.67,47.35,79.61,95.18,48.340,Muy alto,0.76,  174
07,Chiapas,07097,Tonalá, 91 913,9.36,40.03,1.69,0.67,6.95,3.47,29.79,51.18,80.08,55.072,Bajo,0.86, 1 418
07,Chiapas,07098,Totolapa, 7 211,25.39,57.54,1.37,1.64,1.87,11.62,55.68,100.00,94.88,49.592,Alto,0.78,  297
07,Chiapas,07099,La Trinitaria, 83 111,13.82,63.44,0.94,1.10,16.75,6.36,27.47,86.70,94.39,51.783,Alto,0.81,  608
07,Chiapas,07100,Tumbalá, 38 025,26.70,57.50,4.83,3.72,18.88,11.64,45.84,100.00,94.36,47.478,Muy alto,0.74,  127
07,Chiapas,07101,Tuxtla Gutiérrez, 604 147,3.77,23.41,0.14,0.24,5.81,2.42,21.37,1.60,69.09,58.346,Muy bajo,0.91, 2 220
07,Chiapas,07102,Tuxtla Chico, 41 024,11.22,36.29,1.94,1.01,25.88,10.18,28.57,81.32,80.86,52.295,Alto,0.82,  723
07,Chiapas,07103,Tuzantán, 30 302,10.80,45.81,3.29,0.48,8.83,8.88,37.46,100.00,89.57,52.558,Alto,0.82,  779
07,Chiapas,07104,Tzimol, 16 560,16.78,58.79,2.00,0.69,7.04,4.85,27.21,61.11,92.78,52.923,Medio,0.83,  857
07,Chiapas,07105,Unión Juárez, 16 008,10.58,38.07,0.82,0.97,0.83,8.15,35.65,100.00,89.25,53.803,Medio,0.84, 1 090
07,Chiapas,07106,Venustiano Carranza, 67 292,20.66,56.53,3.45,1.48,4.92,17.01,37.13,64.16,95.61,50.854,Alto,0.80,  461
07,Chiapas,07107,Villa Corzo, 65 643,15.37,48.37,5.22,4.60,8.02,8.90,41.47,54.07,89.95,51.156,Alto,0.80,  500
07,Chiapas,07108,Villaflores, 109 536,11.11,44.42,1.99,1.03,8.97,6.23,35.10,58.37,84.22,53.709,Medio,0.84, 1 062
07,Chiapas,07109,Yajalón, 40 285,23.62,55.33,3.10,2.61,7.58,26.32,50.08,53.02,89.90,49.181,Alto,0.77,  254
07,Chiapas,07110,San Lucas, 7 526,21.33,57.66,2.52,1.83,1.51,8.32,56.09,100.00,88.48,50.396,Alto,0.79,  393
07,Chiapas,07111,Zinacantán, 45 373,31.02,84.08,3.57,0.44,26.31,12.12,46.25,64.68,98.63,46.922,Muy alto,0.73,  101
07,Chiapas,07112,San Juan Cancuc, 37 948,30.80,69.80,9.42,2.75,27.05,30.22,55.85,77.66,98.85,44.109,Muy alto,0.69,  45
07,Chiapas,07113,Aldama, 8 480,21.20,71.85,1.11,0.72,6.30,14.40,53.06,100.00,98.72,49.439,Alto,0.77,  278
07,Chiapas,07114,Benemérito de las Américas, 23 603,14.87,54.39,3.14,2.37,11.37,11.93,40.34,57.52,89.85,51.419,Alto,0.81,  532
07,Chiapas,07115,Maravilla Tenejapa, 14 714,19.21,69.42,2.41,3.17,16.68,13.30,50.22,100.00,88.14,48.672,Muy alto,0.76,  193
07,Chiapas,07116,Marqués de Comillas, 12 892,18.79,59.77,5.32,1.53,23.07,9.56,37.78,100.00,95.73,49.087,Alto,0.77,  241
07,Chiapas,07117,Montecristo de Guerrero, 8 412,14.62,57.05,2.89,1.71,1.87,17.92,42.90,100.00,97.54,50.914,Alto,0.80,  470
07,Chiapas,07118,San Andrés Duraznal, 6 047,29.41,73.92,1.31,0.96,0.66,7.62,50.80,100.00,96.87,49.320,Alto,0.77,  263
07,Chiapas,07119,Santiago el Pinar, 4 959,33.21,62.62,2.06,0.50,1.03,21.66,53.68,100.00,99.22,47.998,Muy alto,0.75,  152
07,Chiapas,07120,Capitán Luis Ángel Vidal, 4 315,15.15,61.09,2.46,1.39,4.22,26.13,44.58,100.00,97.95,50.038,Alto,0.78,  353
07,Chiapas,07121,Rincón Chamula San Pedro, 8 718,24.22,71.47,1.90,0.91,2.53,24.79,51.27,22.78,99.32,49.863,Alto,0.78,  331
07,Chiapas,07122,El Parral, 15 587,14.21,51.37,2.59,1.65,3.65,6.00,36.48,23.34,93.25,53.501,Medio,0.84, 1 013
07,Chiapas,07123,Emiliano Zapata, 10 783,13.13,47.33,2.69,1.19,8.16,8.87,35.66,51.40,84.70,53.202,Medio,0.83,  933
07,Chiapas,07124,Mezcalapa, 23 847,13.50,53.41,3.00,3.52,6.41,15.73,40.38,66.59,91.65,51.298,Alto,0.80,  520
07,Chiapas,07125,Honduras de la Sierra, 11 650,18.53,58.91,1.60,1.46,1.58,21.28,50.47,100.00,97.62,50.015,Alto,0.78,  351
08,Chihuahua,08001,Ahumada, 14 635,3.08,49.06,0.32,0.27,0.44,0.76,17.39,28.19,72.86,57.879,Muy bajo,0.91, 2 138
08,Chihuahua,08002,Aldama, 26 047,2.45,29.37,0.38,0.12,0.17,0.37,11.02,13.36,59.89,59.619,Muy bajo,0.93, 2 377
08,Chihuahua,08003,Allende, 8 487,3.27,35.62,0.94,1.30,0.27,0.85,11.66,100.00,67.64,57.200,Muy bajo,0.90, 1 966
08,Chihuahua,08004,Aquiles Serdán, 24 344,1.13,25.01,0.07,0.10,0.39,0.93,10.71,17.67,62.81,59.738,Muy bajo,0.94, 2 389
08,Chihuahua,08005,Ascensión, 26 093,4.72,50.01,0.60,0.53,0.55,1.34,19.69,19.10,84.07,57.104,Muy bajo,0.89, 1 946
08,Chihuahua,08006,Bachíniva, 5 807,4.61,60.04,2.37,0.71,0.54,1.28,9.40,100.00,64.90,56.488,Bajo,0.88, 1 798
08,Chihuahua,08007,Balleza, 16 440,26.05,69.14,30.10,27.56,35.74,18.66,32.73,100.00,81.86,37.007,Muy alto,0.58,  9
08,Chihuahua,08008,Batopilas de Manuel Gómez Morín, 11 270,45.52,84.48,57.19,53.07,23.69,56.07,47.25,100.00,93.46,21.407,Muy alto,0.34,  1
08,Chihuahua,08009,Bocoyna, 23 351,9.54,46.18,5.61,11.03,15.59,5.10,28.29,54.00,73.80,51.046,Alto,0.80,  486
08,Chihuahua,08010,Buenaventura, 25 146,3.73,48.17,0.59,0.23,0.16,1.29,16.38,41.22,71.59,57.673,Muy bajo,0.90, 2 085
08,Chihuahua,08011,Camargo, 49 499,2.43,27.95,0.43,0.27,0.34,0.43,12.32,15.11,68.94,59.170,Muy bajo,0.93, 2 340
08,Chihuahua,08012,Carichí, 8 113,35.15,72.13,41.54,19.53,36.01,25.37,25.29,100.00,86.68,36.212,Muy alto,0.57,  7
08,Chihuahua,08013,Casas Grandes, 11 815,3.68,40.02,0.60,1.96,0.59,0.89,16.65,39.62,74.25,57.348,Muy bajo,0.90, 2 002
08,Chihuahua,08014,Coronado, 2 034,3.63,41.27,1.93,1.04,0.59,0.25,7.92,100.00,84.01,56.522,Bajo,0.89, 1 805
08,Chihuahua,08015,Coyame del Sotol, 1 230,6.50,58.29,0.17,1.16,0.58,0.25,6.45,100.00,84.23,55.913,Bajo,0.88, 1 631
08,Chihuahua,08016,La Cruz, 3 704,3.39,37.63,0.97,0.46,0.19,0.14,11.42,100.00,73.21,57.205,Muy bajo,0.90, 1 967
08,Chihuahua,08017,Cuauhtémoc, 180 638,1.81,35.32,0.24,0.14,0.41,0.34,11.07,19.30,51.34,59.755,Muy bajo,0.94, 2 393
08,Chihuahua,08018,Cusihuiriachi, 5 099,5.43,67.33,2.53,1.00,1.14,0.57,10.84,100.00,77.35,55.540,Bajo,0.87, 1 530
08,Chihuahua,08019,Chihuahua, 937 674,1.02,16.41,0.10,0.09,0.86,0.52,8.46,1.27,42.12,61.124,Muy bajo,0.96, 2 463
08,Chihuahua,08020,Chínipas, 6 222,10.54,57.80,7.48,18.48,8.76,28.03,25.53,100.00,70.65,46.976,Muy alto,0.74,  103
08,Chihuahua,08021,Delicias, 150 506,1.86,24.16,0.17,0.15,0.26,0.32,12.80,10.32,59.78,59.824,Muy bajo,0.94, 2 401
08,Chihuahua,08022,Dr. Belisario Domínguez, 2 456,7.06,62.35,3.18,2.08,0.49,2.65,5.34,100.00,79.79,55.188,Bajo,0.86, 1 440
08,Chihuahua,08023,Galeana, 6 656,6.10,51.51,0.84,0.71,0.03,1.67,25.19,100.00,62.57,56.069,Bajo,0.88, 1 672
08,Chihuahua,08024,Santa Isabel, 3 791,3.26,50.39,0.21,0.34,0.11,0.42,7.54,100.00,57.95,57.736,Muy bajo,0.90, 2 106
08,Chihuahua,08025,Gómez Farías, 7 023,3.41,46.21,1.01,0.13,0.13,0.56,8.95,100.00,75.62,57.052,Muy bajo,0.89, 1 928
08,Chihuahua,08026,Gran Morelos, 2 448,4.90,60.77,2.61,0.87,0.75,0.83,5.73,100.00,74.60,56.182,Bajo,0.88, 1 710
08,Chihuahua,08027,Guachochi, 50 180,21.09,59.05,18.14,25.90,29.57,23.05,35.12,65.30,81.58,40.522,Muy alto,0.63,  17
08,Chihuahua,08028,Guadalupe, 4 237,3.31,44.89,0.65,0.29,0.84,0.36,13.72,100.00,91.21,56.244,Bajo,0.88, 1 725
08,Chihuahua,08029,Guadalupe y Calvo, 50 514,19.77,66.00,20.23,29.98,9.06,36.05,37.62,87.46,88.05,39.348,Muy alto,0.62,  13
08,Chihuahua,08030,Guazapares, 8 196,17.01,60.35,14.36,14.98,12.48,25.43,30.55,100.00,65.64,45.963,Muy alto,0.72,  79
08,Chihuahua,08031,Guerrero, 35 473,4.31,51.55,1.71,2.58,3.39,2.21,17.00,54.21,76.97,55.963,Bajo,0.88, 1 646
08,Chihuahua,08032,Hidalgo del Parral, 116 662,1.74,24.86,0.34,0.26,0.42,0.85,13.51,2.42,60.51,59.788,Muy bajo,0.94, 2 399
08,Chihuahua,08033,Huejotitán,  824,4.99,57.97,1.21,0.24,0.97,0.12,8.19,100.00,84.32,56.129,Bajo,0.88, 1 694
08,Chihuahua,08034,Ignacio Zaragoza, 5 196,3.01,54.35,1.10,0.37,0.44,0.52,6.62,100.00,82.36,56.638,Muy bajo,0.89, 1 841
08,Chihuahua,08035,Janos, 11 005,3.47,64.89,0.41,1.17,0.11,2.24,15.56,100.00,78.44,55.790,Bajo,0.87, 1 598
08,Chihuahua,08036,Jiménez, 40 859,2.98,27.51,0.88,0.25,0.91,0.73,14.74,14.13,70.31,58.841,Muy bajo,0.92, 2 304
08,Chihuahua,08037,Juárez,1 512 450,1.33,24.00,0.09,0.06,0.47,0.75,15.12,0.72,82.75,59.068,Muy bajo,0.92, 2 329
08,Chihuahua,08038,Julimes, 4 980,2.60,47.78,0.88,0.34,0.50,0.10,12.17,100.00,70.72,57.101,Muy bajo,0.89, 1 945
08,Chihuahua,08039,López, 4 122,4.04,38.47,1.53,0.90,0.53,1.18,12.54,100.00,76.70,56.629,Muy bajo,0.89, 1 837
08,Chihuahua,08040,Madera, 25 144,4.21,44.48,0.95,2.02,0.78,2.20,14.94,41.32,67.25,57.309,Muy bajo,0.90, 1 992
08,Chihuahua,08041,Maguarichi, 1 302,17.61,59.41,7.28,23.61,11.92,20.05,30.00,100.00,92.19,43.886,Muy alto,0.69,  44
08,Chihuahua,08042,Manuel Benavides, 1 178,7.25,66.92,0.17,1.70,2.55,0.77,6.85,100.00,92.41,54.902,Bajo,0.86, 1 362
08,Chihuahua,08043,Matachí, 2 742,3.80,49.30,1.28,0.47,0.69,1.13,11.53,100.00,81.31,56.369,Bajo,0.88, 1 763
08,Chihuahua,08044,Matamoros, 4 314,3.71,38.74,1.83,0.84,1.36,0.91,11.95,100.00,79.04,56.531,Bajo,0.89, 1 810
08,Chihuahua,08045,Meoqui, 44 853,2.80,38.37,0.36,0.22,0.33,0.49,13.81,26.47,70.67,58.530,Muy bajo,0.92, 2 247
08,Chihuahua,08046,Morelos, 7 266,22.94,71.29,25.64,22.72,13.28,37.85,30.85,100.00,92.26,39.560,Muy alto,0.62,  14
08,Chihuahua,08047,Moris, 4 447,10.16,61.80,3.56,4.95,1.72,9.89,21.64,100.00,74.07,52.847,Medio,0.83,  837
08,Chihuahua,08048,Namiquipa, 22 712,2.95,51.60,0.85,0.28,0.23,0.59,9.26,100.00,63.80,57.358,Muy bajo,0.90, 2 009
08,Chihuahua,08049,Nonoava, 2 757,13.90,55.06,16.28,10.38,7.80,4.52,21.60,100.00,81.47,49.110,Alto,0.77,  244
08,Chihuahua,08050,Nuevo Casas Grandes, 65 753,1.95,28.52,0.22,0.21,0.50,0.24,10.61,5.65,62.98,59.714,Muy bajo,0.94, 2 384
08,Chihuahua,08051,Ocampo, 8 127,7.89,52.64,3.82,5.62,5.51,3.49,30.87,100.00,52.81,53.637,Medio,0.84, 1 040
08,Chihuahua,08052,Ojinaga, 24 534,2.64,39.49,0.09,0.19,0.30,0.53,10.67,10.06,80.89,58.592,Muy bajo,0.92, 2 261
08,Chihuahua,08053,Praxedis G. Guerrero, 5 111,3.82,52.28,0.93,0.18,0.37,0.53,13.25,100.00,88.95,56.103,Bajo,0.88, 1 682
08,Chihuahua,08054,Riva Palacio, 7 695,1.66,80.41,0.38,0.18,0.23,0.23,9.07,100.00,48.98,57.396,Muy bajo,0.90, 2 018
08,Chihuahua,08055,Rosales, 16 776,3.23,40.34,0.89,0.32,0.39,0.26,12.59,65.03,72.63,57.700,Muy bajo,0.90, 2 097
08,Chihuahua,08056,Rosario, 2 079,8.23,58.38,3.03,0.87,0.39,1.20,9.56,100.00,88.31,55.071,Bajo,0.86, 1 417
08,Chihuahua,08057,San Francisco de Borja, 2 197,8.72,58.03,5.35,4.43,1.98,3.00,9.31,100.00,81.30,53.807,Medio,0.84, 1 091
08,Chihuahua,08058,San Francisco de Conchos, 2 696,2.75,39.60,0.78,0.15,0.82,0.15,11.62,100.00,66.63,57.522,Muy bajo,0.90, 2 047
08,Chihuahua,08059,San Francisco del Oro, 5 004,2.66,28.83,1.06,1.02,1.56,1.06,10.66,100.00,53.68,57.976,Muy bajo,0.91, 2 158
08,Chihuahua,08060,Santa Bárbara, 11 582,2.67,29.00,1.33,0.86,1.56,0.94,14.05,20.83,54.53,59.070,Muy bajo,0.92, 2 330
08,Chihuahua,08061,Satevó, 3 414,4.87,57.72,0.97,1.76,0.18,0.97,7.07,100.00,71.32,56.329,Bajo,0.88, 1 758
08,Chihuahua,08062,Saucillo, 29 862,2.95,36.49,0.44,0.27,0.29,0.48,12.97,63.82,62.98,58.270,Muy bajo,0.91, 2 202
08,Chihuahua,08063,Temósachic, 5 320,6.49,56.05,0.90,6.49,1.73,5.29,15.60,100.00,76.04,53.909,Medio,0.84, 1 117
08,Chihuahua,08064,El Tule, 1 448,7.21,57.92,5.73,0.69,1.59,0.97,11.44,100.00,81.70,55.010,Bajo,0.86, 1 391
08,Chihuahua,08065,Urique, 17 043,27.36,68.93,25.87,34.14,14.08,34.32,30.90,100.00,74.62,36.785,Muy alto,0.58,  8
08,Chihuahua,08066,Uruachi, 6 512,18.05,65.88,13.31,25.18,13.02,32.70,33.63,100.00,86.02,41.639,Muy alto,0.65,  22
08,Chihuahua,08067,Valle de Zaragoza, 4 775,4.76,55.47,2.33,1.43,0.80,0.25,9.04,100.00,76.69,56.028,Bajo,0.88, 1 665
09,Ciudad de México,09002,Azcapotzalco, 432 205,1.02,15.14,0.02,0.01,0.21,0.27,12.11,0.00,54.69,60.638,Muy bajo,0.95, 2 452
09,Ciudad de México,09003,Coyoacán, 614 447,1.10,12.99,0.05,0.02,0.07,0.25,9.76,0.00,52.85,60.877,Muy bajo,0.95, 2 460
09,Ciudad de México,09004,Cuajimalpa de Morelos, 217 686,1.50,18.56,0.05,0.04,0.58,1.05,15.48,2.27,47.95,60.442,Muy bajo,0.95, 2 438
09,Ciudad de México,09005,Gustavo A. Madero,1 173 351,1.53,19.02,0.05,0.03,0.24,0.43,16.41,0.00,58.57,60.092,Muy bajo,0.94, 2 423
09,Ciudad de México,09006,Iztacalco, 404 695,1.16,16.60,0.02,0.02,0.08,0.24,13.59,0.00,56.76,60.442,Muy bajo,0.95, 2 439
09,Ciudad de México,09007,Iztapalapa,1 835 486,1.84,22.34,0.02,0.04,0.27,0.57,18.55,0.00,66.61,59.545,Muy bajo,0.93, 2 369
09,Ciudad de México,09008,La Magdalena Contreras, 247 622,1.87,21.49,0.05,0.06,1.29,0.87,17.85,0.48,61.04,59.683,Muy bajo,0.93, 2 381
09,Ciudad de México,09009,Milpa Alta, 152 685,2.77,23.31,0.46,0.29,10.59,2.58,25.90,24.41,72.97,57.281,Muy bajo,0.90, 1 985
09,Ciudad de México,09010,Álvaro Obregón, 759 137,1.57,18.95,0.04,0.03,0.20,0.54,15.25,0.02,49.34,60.487,Muy bajo,0.95, 2 445
09,Ciudad de México,09011,Tláhuac, 392 313,1.67,20.26,0.06,0.18,2.29,1.79,18.30,3.81,65.39,59.325,Muy bajo,0.93, 2 354
09,Ciudad de México,09012,Tlalpan, 699 928,1.61,18.19,0.09,0.11,4.76,0.94,15.19,3.09,61.19,59.568,Muy bajo,0.93, 2 371
09,Ciudad de México,09013,Xochimilco, 442 178,1.96,20.55,0.14,0.15,8.85,2.29,19.69,2.87,67.44,58.557,Muy bajo,0.92, 2 253
09,Ciudad de México,09014,Benito Juárez, 434 153,0.35,5.54,0.01,0.01,0.02,0.07,3.95,0.00,28.45,62.397,Muy bajo,0.98, 2 469
09,Ciudad de México,09015,Cuauhtémoc, 545 884,0.95,13.53,0.05,0.03,0.11,0.12,9.42,0.00,41.39,61.329,Muy bajo,0.96, 2 466
09,Ciudad de México,09016,Miguel Hidalgo, 414 470,0.75,11.04,0.05,0.02,0.08,0.18,8.84,0.00,47.57,61.221,Muy bajo,0.96, 2 464
09,Ciudad de México,09017,Venustiano Carranza, 443 704,1.09,16.89,0.02,0.03,0.05,0.26,14.43,0.00,57.25,60.385,Muy bajo,0.95, 2 437
10,Durango,10001,Canatlán, 31 454,2.57,30.52,3.09,2.50,1.00,2.11,12.80,62.03,82.87,56.696,Muy bajo,0.89, 1 851
10,Durango,10002,Canelas, 4 321,10.34,58.93,7.60,6.16,1.61,16.86,26.86,100.00,90.04,50.802,Alto,0.80,  452
10,Durango,10003,Coneto de Comonfort, 4 084,2.41,40.48,7.33,1.06,0.84,1.43,14.83,100.00,89.91,55.399,Bajo,0.87, 1 495
10,Durango,10004,Cuencamé, 34 955,2.97,35.59,2.81,0.34,3.18,2.07,19.59,66.86,70.74,56.982,Muy bajo,0.89, 1 917
10,Durango,10005,Durango, 688 697,1.40,19.06,0.47,0.23,0.69,2.03,12.65,10.55,65.99,59.591,Muy bajo,0.93, 2 374
10,Durango,10006,General Simón Bolívar, 10 038,6.36,49.05,6.56,0.52,4.54,2.13,21.79,100.00,85.71,54.342,Medio,0.85, 1 214
10,Durango,10007,Gómez Palacio, 372 750,1.66,24.24,0.59,0.08,0.20,1.13,14.48,19.05,67.13,59.273,Muy bajo,0.93, 2 348
10,Durango,10008,Guadalupe Victoria, 36 695,2.79,33.77,1.41,0.30,0.56,1.32,12.38,49.05,77.25,57.895,Muy bajo,0.91, 2 142
10,Durango,10009,Guanaceví, 9 869,8.67,52.67,4.29,5.71,3.20,8.27,25.13,100.00,69.28,52.996,Medio,0.83,  877
10,Durango,10010,Hidalgo, 3 843,3.52,36.10,2.59,0.47,1.15,0.97,12.99,100.00,77.09,56.675,Muy bajo,0.89, 1 847
10,Durango,10011,Indé, 4 748,3.38,49.80,6.46,0.74,0.99,1.59,15.57,100.00,77.55,55.606,Bajo,0.87, 1 550
10,Durango,10012,Lerdo, 163 313,2.12,27.57,1.17,0.18,0.57,1.30,16.30,31.26,64.25,58.804,Muy bajo,0.92, 2 299
10,Durango,10013,Mapimí, 26 932,4.73,42.40,1.64,0.41,3.71,1.63,23.62,37.78,75.94,56.749,Muy bajo,0.89, 1 870
